method,n_original_features,n_pca_components,cv_accuracy_pca,cv_std_pca,test_accuracy_pca,cv_accuracy_best_features,test_accuracy_best_features,cv_improvement,test_improvement,hyperparameters
PCA,230,10,0.71875,0.08001193487363131,0.7916666666666666,0.8333,0.75,-0.11455000000000004,0.04166666666666663,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}"
