feature_set,n_features,best_cv_score,test_accuracy
std+maxav+wl+zc+mean_freq+median_freq,60,0.6428571428571429,0.6944444444444444
std+maxav+wl+wamp+mean_freq+median_freq,60,0.6309523809523809,0.6944444444444444
std+maxav+ssc+zc+wamp+mean_freq,60,0.630952380952381,0.75
std+maxav+ssc+zc+wamp+median_freq,60,0.630952380952381,0.75
std+maxav+ssc+zc+mean_freq+median_freq,60,0.6071428571428571,0.7777777777777778
std+maxav+ssc+wamp+mean_freq+median_freq,60,0.6190476190476191,0.6944444444444444
std+maxav+zc+wamp+mean_freq+median_freq,60,0.6190476190476191,0.6666666666666666
std+rms+wl+ssc+zc+wamp,60,0.5595238095238094,0.75
std+rms+wl+ssc+zc+mean_freq,60,0.5833333333333334,0.7777777777777778
std+rms+wl+ssc+zc+median_freq,60,0.5714285714285714,0.8055555555555556
std+rms+wl+ssc+wamp+mean_freq,60,0.5952380952380952,0.7222222222222222
std+rms+wl+ssc+wamp+median_freq,60,0.5952380952380952,0.7777777777777778
std+rms+wl+ssc+mean_freq+median_freq,60,0.5833333333333334,0.6666666666666666
std+rms+wl+zc+wamp+mean_freq,60,0.6071428571428571,0.7222222222222222
std+rms+wl+zc+wamp+median_freq,60,0.5952380952380952,0.7777777777777778
std+rms+wl+zc+mean_freq+median_freq,60,0.6071428571428571,0.75
std+rms+wl+wamp+mean_freq+median_freq,60,0.5833333333333334,0.6944444444444444
std+rms+ssc+zc+wamp+mean_freq,60,0.5833333333333333,0.75
std+rms+ssc+zc+wamp+median_freq,60,0.5952380952380952,0.6944444444444444
std+rms+ssc+zc+mean_freq+median_freq,60,0.5952380952380952,0.75
std+rms+ssc+wamp+mean_freq+median_freq,60,0.5714285714285715,0.6944444444444444
std+rms+zc+wamp+mean_freq+median_freq,60,0.5595238095238095,0.7222222222222222
std+wl+ssc+zc+wamp+mean_freq,60,0.5595238095238094,0.6388888888888888
std+wl+ssc+zc+wamp+median_freq,60,0.5595238095238094,0.6666666666666666
std+wl+ssc+zc+mean_freq+median_freq,60,0.5952380952380952,0.6388888888888888
std+wl+ssc+wamp+mean_freq+median_freq,60,0.5952380952380952,0.5555555555555556
std+wl+zc+wamp+mean_freq+median_freq,60,0.5714285714285715,0.6111111111111112
std+ssc+zc+wamp+mean_freq+median_freq,60,0.5952380952380952,0.6944444444444444
maxav+rms+wl+ssc+zc+wamp,60,0.6309523809523809,0.8055555555555556
maxav+rms+wl+ssc+zc+mean_freq,60,0.6071428571428571,0.6666666666666666
maxav+rms+wl+ssc+zc+median_freq,60,0.6547619047619048,0.75
maxav+rms+wl+ssc+wamp+mean_freq,60,0.6190476190476191,0.6388888888888888
maxav+rms+wl+ssc+wamp+median_freq,60,0.6785714285714285,0.6944444444444444
maxav+rms+wl+ssc+mean_freq+median_freq,60,0.619047619047619,0.6388888888888888
maxav+rms+wl+zc+wamp+mean_freq,60,0.6428571428571429,0.6388888888888888
maxav+rms+wl+zc+wamp+median_freq,60,0.6428571428571429,0.75
maxav+rms+wl+zc+mean_freq+median_freq,60,0.6309523809523809,0.6666666666666666
maxav+rms+wl+wamp+mean_freq+median_freq,60,0.6190476190476191,0.6666666666666666
maxav+rms+ssc+zc+wamp+mean_freq,60,0.6071428571428571,0.6944444444444444
maxav+rms+ssc+zc+wamp+median_freq,60,0.6190476190476191,0.7777777777777778
maxav+rms+ssc+zc+mean_freq+median_freq,60,0.5952380952380952,0.75
maxav+rms+ssc+wamp+mean_freq+median_freq,60,0.6428571428571429,0.6944444444444444
maxav+rms+zc+wamp+mean_freq+median_freq,60,0.5833333333333334,0.6944444444444444
maxav+wl+ssc+zc+wamp+mean_freq,60,0.6428571428571429,0.6666666666666666
maxav+wl+ssc+zc+wamp+median_freq,60,0.6666666666666666,0.6944444444444444
maxav+wl+ssc+zc+mean_freq+median_freq,60,0.6666666666666666,0.6388888888888888
maxav+wl+ssc+wamp+mean_freq+median_freq,60,0.6309523809523809,0.5555555555555556
maxav+wl+zc+wamp+mean_freq+median_freq,60,0.630952380952381,0.6666666666666666
maxav+ssc+zc+wamp+mean_freq+median_freq,60,0.6071428571428572,0.6388888888888888
rms+wl+ssc+zc+wamp+mean_freq,60,0.5595238095238094,0.7222222222222222
rms+wl+ssc+zc+wamp+median_freq,60,0.6071428571428571,0.75
rms+wl+ssc+zc+mean_freq+median_freq,60,0.5714285714285714,0.75
rms+wl+ssc+wamp+mean_freq+median_freq,60,0.5714285714285715,0.5833333333333334
rms+wl+zc+wamp+mean_freq+median_freq,60,0.619047619047619,0.75
rms+ssc+zc+wamp+mean_freq+median_freq,60,0.5833333333333333,0.8055555555555556
wl+ssc+zc+wamp+mean_freq+median_freq,60,0.5952380952380952,0.6388888888888888
mav+std+maxav+rms+wl+ssc+zc,70,0.6190476190476191,0.7777777777777778
mav+std+maxav+rms+wl+ssc+wamp,70,0.6190476190476191,0.75
mav+std+maxav+rms+wl+ssc+mean_freq,70,0.6190476190476191,0.7777777777777778
mav+std+maxav+rms+wl+ssc+median_freq,70,0.6071428571428572,0.75
mav+std+maxav+rms+wl+zc+wamp,70,0.6190476190476191,0.75
mav+std+maxav+rms+wl+zc+mean_freq,70,0.6309523809523809,0.75
mav+std+maxav+rms+wl+zc+median_freq,70,0.630952380952381,0.75
mav+std+maxav+rms+wl+wamp+mean_freq,70,0.6309523809523809,0.6944444444444444
mav+std+maxav+rms+wl+wamp+median_freq,70,0.630952380952381,0.75
mav+std+maxav+rms+wl+mean_freq+median_freq,70,0.6309523809523809,0.6944444444444444
mav+std+maxav+rms+ssc+zc+wamp,70,0.6428571428571429,0.8055555555555556
mav+std+maxav+rms+ssc+zc+mean_freq,70,0.6428571428571429,0.8333333333333334
mav+std+maxav+rms+ssc+zc+median_freq,70,0.5714285714285714,0.8333333333333334
mav+std+maxav+rms+ssc+wamp+mean_freq,70,0.6309523809523809,0.8055555555555556
mav+std+maxav+rms+ssc+wamp+median_freq,70,0.6547619047619048,0.8055555555555556
mav+std+maxav+rms+ssc+mean_freq+median_freq,70,0.6309523809523809,0.8333333333333334
mav+std+maxav+rms+zc+wamp+mean_freq,70,0.6071428571428571,0.7777777777777778
mav+std+maxav+rms+zc+wamp+median_freq,70,0.6071428571428571,0.7777777777777778
mav+std+maxav+rms+zc+mean_freq+median_freq,70,0.6190476190476191,0.7777777777777778
mav+std+maxav+rms+wamp+mean_freq+median_freq,70,0.6428571428571429,0.75
mav+std+maxav+wl+ssc+zc+wamp,70,0.6190476190476191,0.75
mav+std+maxav+wl+ssc+zc+mean_freq,70,0.6309523809523809,0.7777777777777778
mav+std+maxav+wl+ssc+zc+median_freq,70,0.6071428571428572,0.75
mav+std+maxav+wl+ssc+wamp+mean_freq,70,0.6309523809523809,0.75
mav+std+maxav+wl+ssc+wamp+median_freq,70,0.5952380952380952,0.75
mav+std+maxav+wl+ssc+mean_freq+median_freq,70,0.6428571428571428,0.7777777777777778
mav+std+maxav+wl+zc+wamp+mean_freq,70,0.6071428571428571,0.7222222222222222
mav+std+maxav+wl+zc+wamp+median_freq,70,0.6071428571428572,0.75
mav+std+maxav+wl+zc+mean_freq+median_freq,70,0.6547619047619048,0.75
mav+std+maxav+wl+wamp+mean_freq+median_freq,70,0.619047619047619,0.6944444444444444
mav+std+maxav+ssc+zc+wamp+mean_freq,70,0.6071428571428572,0.8055555555555556
mav+std+maxav+ssc+zc+wamp+median_freq,70,0.6309523809523809,0.8055555555555556
mav+std+maxav+ssc+zc+mean_freq+median_freq,70,0.6428571428571428,0.8055555555555556
mav+std+maxav+ssc+wamp+mean_freq+median_freq,70,0.6309523809523809,0.7777777777777778
mav+std+maxav+zc+wamp+mean_freq+median_freq,70,0.6190476190476191,0.7777777777777778
mav+std+rms+wl+ssc+zc+wamp,70,0.5833333333333334,0.8055555555555556
mav+std+rms+wl+ssc+zc+mean_freq,70,0.5714285714285714,0.8055555555555556
mav+std+rms+wl+ssc+zc+median_freq,70,0.5714285714285715,0.8055555555555556
mav+std+rms+wl+ssc+wamp+mean_freq,70,0.5595238095238094,0.6944444444444444
mav+std+rms+wl+ssc+wamp+median_freq,70,0.5833333333333334,0.8055555555555556
mav+std+rms+wl+ssc+mean_freq+median_freq,70,0.5714285714285714,0.6944444444444444
mav+std+rms+wl+zc+wamp+mean_freq,70,0.5714285714285715,0.7222222222222222
mav+std+rms+wl+zc+wamp+median_freq,70,0.6071428571428571,0.8055555555555556
mav+std+rms+wl+zc+mean_freq+median_freq,70,0.5952380952380952,0.7222222222222222
mav+std+rms+wl+wamp+mean_freq+median_freq,70,0.5952380952380952,0.7222222222222222
mav+std+rms+ssc+zc+wamp+mean_freq,70,0.5476190476190476,0.8333333333333334
mav+std+rms+ssc+zc+wamp+median_freq,70,0.6071428571428572,0.8055555555555556
mav+std+rms+ssc+zc+mean_freq+median_freq,70,0.5714285714285715,0.8333333333333334
mav+std+rms+ssc+wamp+mean_freq+median_freq,70,0.5595238095238094,0.7222222222222222
mav+std+rms+zc+wamp+mean_freq+median_freq,70,0.5833333333333334,0.75
mav+std+wl+ssc+zc+wamp+mean_freq,70,0.5595238095238095,0.8055555555555556
mav+std+wl+ssc+zc+wamp+median_freq,70,0.5714285714285715,0.7777777777777778
mav+std+wl+ssc+zc+mean_freq+median_freq,70,0.5833333333333334,0.8055555555555556
mav+std+wl+ssc+wamp+mean_freq+median_freq,70,0.5595238095238094,0.6944444444444444
mav+std+wl+zc+wamp+mean_freq+median_freq,70,0.5833333333333334,0.75
mav+std+ssc+zc+wamp+mean_freq+median_freq,70,0.5714285714285713,0.8333333333333334
mav+maxav+rms+wl+ssc+zc+wamp,70,0.6071428571428571,0.7777777777777778
mav+maxav+rms+wl+ssc+zc+mean_freq,70,0.6309523809523809,0.6666666666666666
mav+maxav+rms+wl+ssc+zc+median_freq,70,0.6071428571428571,0.75
mav+maxav+rms+wl+ssc+wamp+mean_freq,70,0.6071428571428571,0.6666666666666666
mav+maxav+rms+wl+ssc+wamp+median_freq,70,0.6309523809523809,0.6944444444444444
mav+maxav+rms+wl+ssc+mean_freq+median_freq,70,0.6428571428571429,0.6666666666666666
mav+maxav+rms+wl+zc+wamp+mean_freq,70,0.6071428571428571,0.7222222222222222
mav+maxav+rms+wl+zc+wamp+median_freq,70,0.6666666666666666,0.75
mav+maxav+rms+wl+zc+mean_freq+median_freq,70,0.6309523809523809,0.7777777777777778
mav+maxav+rms+wl+wamp+mean_freq+median_freq,70,0.6309523809523809,0.6944444444444444
mav+maxav+rms+ssc+zc+wamp+mean_freq,70,0.6190476190476191,0.7222222222222222
mav+maxav+rms+ssc+zc+wamp+median_freq,70,0.6071428571428571,0.8055555555555556
mav+maxav+rms+ssc+zc+mean_freq+median_freq,70,0.5833333333333334,0.7777777777777778
mav+maxav+rms+ssc+wamp+mean_freq+median_freq,70,0.6071428571428571,0.7222222222222222
mav+maxav+rms+zc+wamp+mean_freq+median_freq,70,0.5952380952380952,0.75
mav+maxav+wl+ssc+zc+wamp+mean_freq,70,0.6428571428571429,0.6944444444444444
mav+maxav+wl+ssc+zc+wamp+median_freq,70,0.6309523809523809,0.7777777777777778
mav+maxav+wl+ssc+zc+mean_freq+median_freq,70,0.6666666666666666,0.7222222222222222
mav+maxav+wl+ssc+wamp+mean_freq+median_freq,70,0.619047619047619,0.6944444444444444
mav+maxav+wl+zc+wamp+mean_freq+median_freq,70,0.6190476190476191,0.7777777777777778
mav+maxav+ssc+zc+wamp+mean_freq+median_freq,70,0.6071428571428571,0.7222222222222222
mav+rms+wl+ssc+zc+wamp+mean_freq,70,0.5595238095238094,0.7777777777777778
mav+rms+wl+ssc+zc+wamp+median_freq,70,0.5833333333333334,0.8055555555555556
mav+rms+wl+ssc+zc+mean_freq+median_freq,70,0.5952380952380952,0.8055555555555556
mav+rms+wl+ssc+wamp+mean_freq+median_freq,70,0.5476190476190476,0.6388888888888888
mav+rms+wl+zc+wamp+mean_freq+median_freq,70,0.5833333333333334,0.8055555555555556
mav+rms+ssc+zc+wamp+mean_freq+median_freq,70,0.5714285714285713,0.8333333333333334
mav+wl+ssc+zc+wamp+mean_freq+median_freq,70,0.6071428571428572,0.6944444444444444
std+maxav+rms+wl+ssc+zc+wamp,70,0.6190476190476191,0.75
std+maxav+rms+wl+ssc+zc+mean_freq,70,0.6190476190476191,0.7777777777777778
std+maxav+rms+wl+ssc+zc+median_freq,70,0.6071428571428572,0.75
std+maxav+rms+wl+ssc+wamp+mean_freq,70,0.6428571428571428,0.7222222222222222
std+maxav+rms+wl+ssc+wamp+median_freq,70,0.6071428571428571,0.7777777777777778
std+maxav+rms+wl+ssc+mean_freq+median_freq,70,0.6190476190476191,0.6944444444444444
std+maxav+rms+wl+zc+wamp+mean_freq,70,0.619047619047619,0.6666666666666666
std+maxav+rms+wl+zc+wamp+median_freq,70,0.6190476190476191,0.75
std+maxav+rms+wl+zc+mean_freq+median_freq,70,0.6309523809523809,0.7222222222222222
std+maxav+rms+wl+wamp+mean_freq+median_freq,70,0.5952380952380952,0.75
std+maxav+rms+ssc+zc+wamp+mean_freq,70,0.6309523809523809,0.8055555555555556
std+maxav+rms+ssc+zc+wamp+median_freq,70,0.6190476190476191,0.75
std+maxav+rms+ssc+zc+mean_freq+median_freq,70,0.6309523809523809,0.7777777777777778
std+maxav+rms+ssc+wamp+mean_freq+median_freq,70,0.6428571428571429,0.7777777777777778
std+maxav+rms+zc+wamp+mean_freq+median_freq,70,0.5952380952380952,0.7222222222222222
std+maxav+wl+ssc+zc+wamp+mean_freq,70,0.6428571428571428,0.7222222222222222
std+maxav+wl+ssc+zc+wamp+median_freq,70,0.6071428571428572,0.6944444444444444
std+maxav+wl+ssc+zc+mean_freq+median_freq,70,0.6428571428571428,0.75
std+maxav+wl+ssc+wamp+mean_freq+median_freq,70,0.6428571428571428,0.6666666666666666
std+maxav+wl+zc+wamp+mean_freq+median_freq,70,0.6190476190476191,0.6944444444444444
std+maxav+ssc+zc+wamp+mean_freq+median_freq,70,0.6428571428571428,0.7777777777777778
std+rms+wl+ssc+zc+wamp+mean_freq,70,0.5833333333333334,0.7777777777777778
std+rms+wl+ssc+zc+wamp+median_freq,70,0.5595238095238094,0.8055555555555556
std+rms+wl+ssc+zc+mean_freq+median_freq,70,0.5833333333333334,0.75
std+rms+wl+ssc+wamp+mean_freq+median_freq,70,0.5952380952380952,0.6666666666666666
std+rms+wl+zc+wamp+mean_freq+median_freq,70,0.5833333333333334,0.6944444444444444
std+rms+ssc+zc+wamp+mean_freq+median_freq,70,0.5476190476190476,0.7777777777777778
std+wl+ssc+zc+wamp+mean_freq+median_freq,70,0.5714285714285713,0.6388888888888888
maxav+rms+wl+ssc+zc+wamp+mean_freq,70,0.630952380952381,0.6944444444444444
maxav+rms+wl+ssc+zc+wamp+median_freq,70,0.6666666666666666,0.7222222222222222
maxav+rms+wl+ssc+zc+mean_freq+median_freq,70,0.6428571428571429,0.6944444444444444
maxav+rms+wl+ssc+wamp+mean_freq+median_freq,70,0.6666666666666666,0.6944444444444444
maxav+rms+wl+zc+wamp+mean_freq+median_freq,70,0.6190476190476191,0.75
maxav+rms+ssc+zc+wamp+mean_freq+median_freq,70,0.6071428571428571,0.7222222222222222
maxav+wl+ssc+zc+wamp+mean_freq+median_freq,70,0.6309523809523809,0.6666666666666666
rms+wl+ssc+zc+wamp+mean_freq+median_freq,70,0.5952380952380952,0.75
mav+std+maxav+rms+wl+ssc+zc+wamp,80,0.6190476190476191,0.7777777777777778
mav+std+maxav+rms+wl+ssc+zc+mean_freq,80,0.6309523809523809,0.7777777777777778
mav+std+maxav+rms+wl+ssc+zc+median_freq,80,0.6190476190476191,0.75
mav+std+maxav+rms+wl+ssc+wamp+mean_freq,80,0.6190476190476191,0.75
mav+std+maxav+rms+wl+ssc+wamp+median_freq,80,0.6190476190476191,0.75
mav+std+maxav+rms+wl+ssc+mean_freq+median_freq,80,0.6190476190476191,0.7777777777777778
mav+std+maxav+rms+wl+zc+wamp+mean_freq,80,0.619047619047619,0.7222222222222222
mav+std+maxav+rms+wl+zc+wamp+median_freq,80,0.630952380952381,0.75
mav+std+maxav+rms+wl+zc+mean_freq+median_freq,80,0.6428571428571429,0.75
mav+std+maxav+rms+wl+wamp+mean_freq+median_freq,80,0.619047619047619,0.6944444444444444
mav+std+maxav+rms+ssc+zc+wamp+mean_freq,80,0.6428571428571428,0.8055555555555556
mav+std+maxav+rms+ssc+zc+wamp+median_freq,80,0.6309523809523809,0.8055555555555556
mav+std+maxav+rms+ssc+zc+mean_freq+median_freq,80,0.6309523809523809,0.8055555555555556
mav+std+maxav+rms+ssc+wamp+mean_freq+median_freq,80,0.6190476190476191,0.7777777777777778
mav+std+maxav+rms+zc+wamp+mean_freq+median_freq,80,0.619047619047619,0.7777777777777778
mav+std+maxav+wl+ssc+zc+wamp+mean_freq,80,0.6190476190476191,0.8055555555555556
mav+std+maxav+wl+ssc+zc+wamp+median_freq,80,0.6190476190476191,0.75
mav+std+maxav+wl+ssc+zc+mean_freq+median_freq,80,0.6309523809523809,0.7777777777777778
mav+std+maxav+wl+ssc+wamp+mean_freq+median_freq,80,0.6071428571428572,0.75
mav+std+maxav+wl+zc+wamp+mean_freq+median_freq,80,0.6071428571428571,0.7222222222222222
mav+std+maxav+ssc+zc+wamp+mean_freq+median_freq,80,0.6190476190476191,0.8055555555555556
mav+std+rms+wl+ssc+zc+wamp+mean_freq,80,0.5595238095238094,0.8055555555555556
mav+std+rms+wl+ssc+zc+wamp+median_freq,80,0.5714285714285715,0.8055555555555556
mav+std+rms+wl+ssc+zc+mean_freq+median_freq,80,0.5476190476190476,0.7777777777777778
mav+std+rms+wl+ssc+wamp+mean_freq+median_freq,80,0.5476190476190476,0.6944444444444444
mav+std+rms+wl+zc+wamp+mean_freq+median_freq,80,0.5714285714285715,0.7222222222222222
mav+std+rms+ssc+zc+wamp+mean_freq+median_freq,80,0.5357142857142857,0.8611111111111112
mav+std+wl+ssc+zc+wamp+mean_freq+median_freq,80,0.5476190476190476,0.7777777777777778
mav+maxav+rms+wl+ssc+zc+wamp+mean_freq,80,0.6190476190476191,0.7222222222222222
mav+maxav+rms+wl+ssc+zc+wamp+median_freq,80,0.6190476190476191,0.7777777777777778
mav+maxav+rms+wl+ssc+zc+mean_freq+median_freq,80,0.6309523809523809,0.7222222222222222
mav+maxav+rms+wl+ssc+wamp+mean_freq+median_freq,80,0.619047619047619,0.6944444444444444
mav+maxav+rms+wl+zc+wamp+mean_freq+median_freq,80,0.6071428571428571,0.75
mav+maxav+rms+ssc+zc+wamp+mean_freq+median_freq,80,0.5952380952380952,0.75
mav+maxav+wl+ssc+zc+wamp+mean_freq+median_freq,80,0.619047619047619,0.7222222222222222
mav+rms+wl+ssc+zc+wamp+mean_freq+median_freq,80,0.5952380952380952,0.8055555555555556
std+maxav+rms+wl+ssc+zc+wamp+mean_freq,80,0.6190476190476191,0.7777777777777778
std+maxav+rms+wl+ssc+zc+wamp+median_freq,80,0.5952380952380952,0.75
std+maxav+rms+wl+ssc+zc+mean_freq+median_freq,80,0.6190476190476191,0.75
std+maxav+rms+wl+ssc+wamp+mean_freq+median_freq,80,0.6428571428571428,0.6944444444444444
std+maxav+rms+wl+zc+wamp+mean_freq+median_freq,80,0.6309523809523809,0.6666666666666666
std+maxav+rms+ssc+zc+wamp+mean_freq+median_freq,80,0.6428571428571428,0.8055555555555556
std+maxav+wl+ssc+zc+wamp+mean_freq+median_freq,80,0.6309523809523809,0.7222222222222222
std+rms+wl+ssc+zc+wamp+mean_freq+median_freq,80,0.5595238095238095,0.7777777777777778
maxav+rms+wl+ssc+zc+wamp+mean_freq+median_freq,80,0.6428571428571429,0.75
mav+std+maxav+rms+wl+ssc+zc+wamp+mean_freq,90,0.6190476190476191,0.8055555555555556
mav+std+maxav+rms+wl+ssc+zc+wamp+median_freq,90,0.6071428571428572,0.75
mav+std+maxav+rms+wl+ssc+zc+mean_freq+median_freq,90,0.6190476190476191,0.7777777777777778
mav+std+maxav+rms+wl+ssc+wamp+mean_freq+median_freq,90,0.6309523809523809,0.75
mav+std+maxav+rms+wl+zc+wamp+mean_freq+median_freq,90,0.619047619047619,0.7222222222222222
mav+std+maxav+rms+ssc+zc+wamp+mean_freq+median_freq,90,0.6309523809523809,0.8333333333333334
mav+std+maxav+wl+ssc+zc+wamp+mean_freq+median_freq,90,0.6190476190476191,0.7777777777777778
mav+std+rms+wl+ssc+zc+wamp+mean_freq+median_freq,90,0.5714285714285715,0.8055555555555556
mav+maxav+rms+wl+ssc+zc+wamp+mean_freq+median_freq,90,0.6428571428571428,0.7222222222222222
std+maxav+rms+wl+ssc+zc+wamp+mean_freq+median_freq,90,0.6309523809523809,0.7777777777777778
mav+std+maxav+rms+wl+ssc+zc+wamp+mean_freq+median_freq,100,0.6190476190476191,0.7777777777777778
