feature_set,n_features,best_cv_score,test_accuracy
mav+std+ssc+wamp+mean_freq,50,0.5595238095238095,0.7777777777777778
mav+std+ssc+wamp+median_freq,50,0.6071428571428572,0.7777777777777778
mav+std+ssc+mean_freq+median_freq,50,0.5714285714285714,0.7777777777777778
mav+std+zc+wamp+mean_freq,50,0.5595238095238094,0.8333333333333334
mav+std+zc+wamp+median_freq,50,0.5476190476190477,0.7777777777777778
mav+std+zc+mean_freq+median_freq,50,0.5476190476190476,0.8055555555555556
mav+std+wamp+mean_freq+median_freq,50,0.5952380952380952,0.7777777777777778
mav+maxav+rms+wl+ssc,50,0.6547619047619048,0.6666666666666666
mav+maxav+rms+wl+zc,50,0.6428571428571428,0.7222222222222222
mav+maxav+rms+wl+wamp,50,0.6666666666666666,0.6944444444444444
mav+maxav+rms+wl+mean_freq,50,0.6190476190476191,0.6388888888888888
mav+maxav+rms+wl+median_freq,50,0.7023809523809524,0.6944444444444444
mav+maxav+rms+ssc+zc,50,0.5833333333333334,0.7777777777777778
mav+maxav+rms+ssc+wamp,50,0.6190476190476191,0.7222222222222222
mav+maxav+rms+ssc+mean_freq,50,0.5714285714285713,0.7222222222222222
mav+maxav+rms+ssc+median_freq,50,0.6071428571428571,0.7222222222222222
mav+maxav+rms+zc+wamp,50,0.5357142857142857,0.75
mav+maxav+rms+zc+mean_freq,50,0.5595238095238095,0.75
mav+maxav+rms+zc+median_freq,50,0.6071428571428571,0.7777777777777778
mav+maxav+rms+wamp+mean_freq,50,0.5952380952380952,0.6666666666666666
mav+maxav+rms+wamp+median_freq,50,0.5952380952380952,0.7222222222222222
mav+maxav+rms+mean_freq+median_freq,50,0.6071428571428571,0.6666666666666666
mav+maxav+wl+ssc+zc,50,0.6428571428571428,0.75
mav+maxav+wl+ssc+wamp,50,0.6428571428571428,0.6666666666666666
mav+maxav+wl+ssc+mean_freq,50,0.6309523809523809,0.5555555555555556
mav+maxav+wl+ssc+median_freq,50,0.6428571428571429,0.6388888888888888
mav+maxav+wl+zc+wamp,50,0.6428571428571428,0.8333333333333334
mav+maxav+wl+zc+mean_freq,50,0.6428571428571428,0.7777777777777778
mav+maxav+wl+zc+median_freq,50,0.6547619047619048,0.8055555555555556
mav+maxav+wl+wamp+mean_freq,50,0.6190476190476191,0.6388888888888888
mav+maxav+wl+wamp+median_freq,50,0.6785714285714285,0.7222222222222222
mav+maxav+wl+mean_freq+median_freq,50,0.6666666666666666,0.6944444444444444
mav+maxav+ssc+zc+wamp,50,0.6071428571428571,0.75
mav+maxav+ssc+zc+mean_freq,50,0.5595238095238094,0.7222222222222222
mav+maxav+ssc+zc+median_freq,50,0.619047619047619,0.7777777777777778
mav+maxav+ssc+wamp+mean_freq,50,0.6071428571428572,0.6944444444444444
mav+maxav+ssc+wamp+median_freq,50,0.6428571428571428,0.6944444444444444
mav+maxav+ssc+mean_freq+median_freq,50,0.5833333333333334,0.6944444444444444
mav+maxav+zc+wamp+mean_freq,50,0.5714285714285714,0.75
mav+maxav+zc+wamp+median_freq,50,0.6190476190476191,0.7777777777777778
mav+maxav+zc+mean_freq+median_freq,50,0.5595238095238095,0.8055555555555556
mav+maxav+wamp+mean_freq+median_freq,50,0.6071428571428572,0.7777777777777778
mav+rms+wl+ssc+zc,50,0.5833333333333334,0.75
mav+rms+wl+ssc+wamp,50,0.6071428571428571,0.75
mav+rms+wl+ssc+mean_freq,50,0.5476190476190476,0.6111111111111112
mav+rms+wl+ssc+median_freq,50,0.5833333333333334,0.6944444444444444
mav+rms+wl+zc+wamp,50,0.6071428571428571,0.8055555555555556
mav+rms+wl+zc+mean_freq,50,0.5952380952380952,0.75
mav+rms+wl+zc+median_freq,50,0.6071428571428571,0.7777777777777778
mav+rms+wl+wamp+mean_freq,50,0.5595238095238094,0.6388888888888888
mav+rms+wl+wamp+median_freq,50,0.6428571428571429,0.6666666666666666
mav+rms+wl+mean_freq+median_freq,50,0.5952380952380952,0.6666666666666666
mav+rms+ssc+zc+wamp,50,0.5714285714285715,0.8611111111111112
mav+rms+ssc+zc+mean_freq,50,0.5238095238095238,0.8055555555555556
mav+rms+ssc+zc+median_freq,50,0.5952380952380952,0.8055555555555556
mav+rms+ssc+wamp+mean_freq,50,0.5238095238095238,0.6111111111111112
mav+rms+ssc+wamp+median_freq,50,0.5952380952380952,0.75
mav+rms+ssc+mean_freq+median_freq,50,0.5,0.6666666666666666
mav+rms+zc+wamp+mean_freq,50,0.5238095238095238,0.8055555555555556
mav+rms+zc+wamp+median_freq,50,0.5952380952380952,0.7777777777777778
mav+rms+zc+mean_freq+median_freq,50,0.5357142857142857,0.8055555555555556
mav+rms+wamp+mean_freq+median_freq,50,0.5833333333333334,0.7777777777777778
mav+wl+ssc+zc+wamp,50,0.6071428571428571,0.7222222222222222
mav+wl+ssc+zc+mean_freq,50,0.5357142857142857,0.5833333333333334
mav+wl+ssc+zc+median_freq,50,0.5714285714285714,0.7222222222222222
mav+wl+ssc+wamp+mean_freq,50,0.5714285714285714,0.6111111111111112
mav+wl+ssc+wamp+median_freq,50,0.6309523809523809,0.6388888888888888
mav+wl+ssc+mean_freq+median_freq,50,0.5,0.6666666666666666
mav+wl+zc+wamp+mean_freq,50,0.5714285714285715,0.7777777777777778
mav+wl+zc+wamp+median_freq,50,0.5952380952380952,0.7222222222222222
mav+wl+zc+mean_freq+median_freq,50,0.6190476190476191,0.6944444444444444
mav+wl+wamp+mean_freq+median_freq,50,0.6190476190476191,0.6388888888888888
mav+ssc+zc+wamp+mean_freq,50,0.5476190476190476,0.7222222222222222
mav+ssc+zc+wamp+median_freq,50,0.6190476190476191,0.7222222222222222
mav+ssc+zc+mean_freq+median_freq,50,0.5119047619047619,0.7777777777777778
mav+ssc+wamp+mean_freq+median_freq,50,0.5476190476190476,0.6388888888888888
mav+zc+wamp+mean_freq+median_freq,50,0.5714285714285714,0.8055555555555556
std+maxav+rms+wl+ssc,50,0.5952380952380952,0.7777777777777778
std+maxav+rms+wl+zc,50,0.630952380952381,0.7777777777777778
std+maxav+rms+wl+wamp,50,0.6309523809523809,0.7222222222222222
std+maxav+rms+wl+mean_freq,50,0.6309523809523809,0.7222222222222222
std+maxav+rms+wl+median_freq,50,0.6547619047619048,0.7222222222222222
std+maxav+rms+ssc+zc,50,0.5595238095238095,0.75
std+maxav+rms+ssc+wamp,50,0.6547619047619048,0.7777777777777778
std+maxav+rms+ssc+mean_freq,50,0.6071428571428572,0.7222222222222222
std+maxav+rms+ssc+median_freq,50,0.5952380952380952,0.7777777777777778
std+maxav+rms+zc+wamp,50,0.5833333333333334,0.7222222222222222
std+maxav+rms+zc+mean_freq,50,0.5952380952380952,0.7222222222222222
std+maxav+rms+zc+median_freq,50,0.5357142857142857,0.6944444444444444
std+maxav+rms+wamp+mean_freq,50,0.5952380952380952,0.7777777777777778
std+maxav+rms+wamp+median_freq,50,0.6071428571428571,0.7777777777777778
std+maxav+rms+mean_freq+median_freq,50,0.6309523809523809,0.6944444444444444
std+maxav+wl+ssc+zc,50,0.5952380952380952,0.75
std+maxav+wl+ssc+wamp,50,0.5952380952380952,0.7222222222222222
std+maxav+wl+ssc+mean_freq,50,0.6547619047619048,0.6666666666666666
std+maxav+wl+ssc+median_freq,50,0.5833333333333334,0.75
std+maxav+wl+zc+wamp,50,0.6190476190476191,0.7222222222222222
std+maxav+wl+zc+mean_freq,50,0.6666666666666666,0.6944444444444444
std+maxav+wl+zc+median_freq,50,0.630952380952381,0.75
std+maxav+wl+wamp+mean_freq,50,0.619047619047619,0.6666666666666666
std+maxav+wl+wamp+median_freq,50,0.6190476190476191,0.7222222222222222
std+maxav+wl+mean_freq+median_freq,50,0.6785714285714285,0.7222222222222222
std+maxav+ssc+zc+wamp,50,0.6190476190476191,0.75
std+maxav+ssc+zc+mean_freq,50,0.5833333333333334,0.8055555555555556
std+maxav+ssc+zc+median_freq,50,0.5476190476190476,0.7777777777777778
std+maxav+ssc+wamp+mean_freq,50,0.6190476190476191,0.7222222222222222
std+maxav+ssc+wamp+median_freq,50,0.6428571428571429,0.75
std+maxav+ssc+mean_freq+median_freq,50,0.6190476190476191,0.7777777777777778
std+maxav+zc+wamp+mean_freq,50,0.5952380952380952,0.6666666666666666
std+maxav+zc+wamp+median_freq,50,0.6071428571428571,0.75
std+maxav+zc+mean_freq+median_freq,50,0.5952380952380952,0.75
std+maxav+wamp+mean_freq+median_freq,50,0.6309523809523809,0.6944444444444444
std+rms+wl+ssc+zc,50,0.5833333333333334,0.8055555555555556
std+rms+wl+ssc+wamp,50,0.5833333333333334,0.7777777777777778
std+rms+wl+ssc+mean_freq,50,0.5952380952380952,0.6666666666666666
std+rms+wl+ssc+median_freq,50,0.5714285714285713,0.7777777777777778
std+rms+wl+zc+wamp,50,0.5833333333333334,0.7777777777777778
std+rms+wl+zc+mean_freq,50,0.6071428571428571,0.7222222222222222
std+rms+wl+zc+median_freq,50,0.6309523809523809,0.7777777777777778
std+rms+wl+wamp+mean_freq,50,0.5952380952380952,0.7222222222222222
std+rms+wl+wamp+median_freq,50,0.6309523809523809,0.7777777777777778
std+rms+wl+mean_freq+median_freq,50,0.6071428571428571,0.7222222222222222
std+rms+ssc+zc+wamp,50,0.5952380952380952,0.7777777777777778
std+rms+ssc+zc+mean_freq,50,0.5595238095238094,0.75
std+rms+ssc+zc+median_freq,50,0.5714285714285714,0.6666666666666666
std+rms+ssc+wamp+mean_freq,50,0.5714285714285715,0.6666666666666666
std+rms+ssc+wamp+median_freq,50,0.6190476190476191,0.6666666666666666
std+rms+ssc+mean_freq+median_freq,50,0.5833333333333334,0.6666666666666666
std+rms+zc+wamp+mean_freq,50,0.5595238095238095,0.6944444444444444
std+rms+zc+wamp+median_freq,50,0.5595238095238095,0.75
std+rms+zc+mean_freq+median_freq,50,0.5476190476190476,0.6388888888888888
std+rms+wamp+mean_freq+median_freq,50,0.5952380952380952,0.6944444444444444
std+wl+ssc+zc+wamp,50,0.5833333333333334,0.7222222222222222
std+wl+ssc+zc+mean_freq,50,0.5952380952380952,0.6944444444444444
std+wl+ssc+zc+median_freq,50,0.5833333333333334,0.6944444444444444
std+wl+ssc+wamp+mean_freq,50,0.6071428571428571,0.5555555555555556
std+wl+ssc+wamp+median_freq,50,0.5714285714285715,0.6666666666666666
std+wl+ssc+mean_freq+median_freq,50,0.619047619047619,0.6666666666666666
std+wl+zc+wamp+mean_freq,50,0.5714285714285715,0.6388888888888888
std+wl+zc+wamp+median_freq,50,0.6071428571428571,0.6666666666666666
std+wl+zc+mean_freq+median_freq,50,0.619047619047619,0.6666666666666666
std+wl+wamp+mean_freq+median_freq,50,0.5952380952380952,0.6111111111111112
std+ssc+zc+wamp+mean_freq,50,0.5952380952380952,0.6944444444444444
std+ssc+zc+wamp+median_freq,50,0.5833333333333334,0.7777777777777778
std+ssc+zc+mean_freq+median_freq,50,0.5833333333333334,0.7222222222222222
std+ssc+wamp+mean_freq+median_freq,50,0.6190476190476191,0.6388888888888888
std+zc+wamp+mean_freq+median_freq,50,0.6071428571428572,0.6666666666666666
maxav+rms+wl+ssc+zc,50,0.5952380952380952,0.75
maxav+rms+wl+ssc+wamp,50,0.619047619047619,0.7222222222222222
maxav+rms+wl+ssc+mean_freq,50,0.6428571428571428,0.6388888888888888
maxav+rms+wl+ssc+median_freq,50,0.6428571428571428,0.6944444444444444
maxav+rms+wl+zc+wamp,50,0.6190476190476191,0.7222222222222222
maxav+rms+wl+zc+mean_freq,50,0.6309523809523809,0.6666666666666666
maxav+rms+wl+zc+median_freq,50,0.6666666666666666,0.75
maxav+rms+wl+wamp+mean_freq,50,0.6309523809523809,0.6388888888888888
maxav+rms+wl+wamp+median_freq,50,0.6904761904761904,0.75
maxav+rms+wl+mean_freq+median_freq,50,0.6428571428571429,0.6111111111111112
maxav+rms+ssc+zc+wamp,50,0.6071428571428571,0.7777777777777778
maxav+rms+ssc+zc+mean_freq,50,0.5595238095238094,0.7222222222222222
maxav+rms+ssc+zc+median_freq,50,0.5952380952380952,0.7777777777777778
maxav+rms+ssc+wamp+mean_freq,50,0.6071428571428571,0.6666666666666666
maxav+rms+ssc+wamp+median_freq,50,0.6547619047619048,0.6944444444444444
maxav+rms+ssc+mean_freq+median_freq,50,0.5833333333333334,0.6944444444444444
maxav+rms+zc+wamp+mean_freq,50,0.5714285714285715,0.6666666666666666
maxav+rms+zc+wamp+median_freq,50,0.619047619047619,0.7222222222222222
maxav+rms+zc+mean_freq+median_freq,50,0.5714285714285714,0.7222222222222222
maxav+rms+wamp+mean_freq+median_freq,50,0.619047619047619,0.6944444444444444
maxav+wl+ssc+zc+wamp,50,0.6309523809523809,0.75
maxav+wl+ssc+zc+mean_freq,50,0.6428571428571428,0.6111111111111112
maxav+wl+ssc+zc+median_freq,50,0.6785714285714285,0.6944444444444444
maxav+wl+ssc+wamp+mean_freq,50,0.6190476190476191,0.6111111111111112
maxav+wl+ssc+wamp+median_freq,50,0.6904761904761904,0.6111111111111112
maxav+wl+ssc+mean_freq+median_freq,50,0.6785714285714285,0.5277777777777778
maxav+wl+zc+wamp+mean_freq,50,0.6071428571428571,0.7222222222222222
maxav+wl+zc+wamp+median_freq,50,0.6666666666666666,0.7222222222222222
maxav+wl+zc+mean_freq+median_freq,50,0.6785714285714285,0.75
maxav+wl+wamp+mean_freq+median_freq,50,0.6428571428571429,0.6111111111111112
maxav+ssc+zc+wamp+mean_freq,50,0.5833333333333334,0.6111111111111112
maxav+ssc+zc+wamp+median_freq,50,0.6071428571428571,0.6944444444444444
maxav+ssc+zc+mean_freq+median_freq,50,0.5833333333333334,0.6944444444444444
maxav+ssc+wamp+mean_freq+median_freq,50,0.6309523809523809,0.5833333333333334
maxav+zc+wamp+mean_freq+median_freq,50,0.5952380952380952,0.6388888888888888
rms+wl+ssc+zc+wamp,50,0.6190476190476191,0.7777777777777778
rms+wl+ssc+zc+mean_freq,50,0.5714285714285715,0.7222222222222222
rms+wl+ssc+zc+median_freq,50,0.6071428571428572,0.75
rms+wl+ssc+wamp+mean_freq,50,0.5357142857142857,0.6111111111111112
rms+wl+ssc+wamp+median_freq,50,0.5952380952380952,0.7222222222222222
rms+wl+ssc+mean_freq+median_freq,50,0.5476190476190476,0.6111111111111112
rms+wl+zc+wamp+mean_freq,50,0.5476190476190476,0.7222222222222222
rms+wl+zc+wamp+median_freq,50,0.6071428571428571,0.7222222222222222
rms+wl+zc+mean_freq+median_freq,50,0.5952380952380952,0.75
rms+wl+wamp+mean_freq+median_freq,50,0.5833333333333334,0.6388888888888888
rms+ssc+zc+wamp+mean_freq,50,0.5595238095238094,0.7777777777777778
rms+ssc+zc+wamp+median_freq,50,0.6309523809523809,0.7777777777777778
rms+ssc+zc+mean_freq+median_freq,50,0.5238095238095238,0.7222222222222222
rms+ssc+wamp+mean_freq+median_freq,50,0.5595238095238095,0.75
rms+zc+wamp+mean_freq+median_freq,50,0.5714285714285715,0.8055555555555556
wl+ssc+zc+wamp+mean_freq,50,0.5833333333333334,0.6388888888888888
wl+ssc+zc+wamp+median_freq,50,0.5833333333333334,0.6666666666666666
wl+ssc+zc+mean_freq+median_freq,50,0.6309523809523809,0.7222222222222222
wl+ssc+wamp+mean_freq+median_freq,50,0.5833333333333334,0.5555555555555556
wl+zc+wamp+mean_freq+median_freq,50,0.6071428571428572,0.6666666666666666
ssc+zc+wamp+mean_freq+median_freq,50,0.5952380952380952,0.6388888888888888
mav+std+maxav+rms+wl+ssc,60,0.6071428571428571,0.75
mav+std+maxav+rms+wl+zc,60,0.6428571428571429,0.75
mav+std+maxav+rms+wl+wamp,60,0.6428571428571429,0.75
mav+std+maxav+rms+wl+mean_freq,60,0.6547619047619048,0.6944444444444444
mav+std+maxav+rms+wl+median_freq,60,0.6428571428571429,0.75
mav+std+maxav+rms+ssc+zc,60,0.5833333333333334,0.8055555555555556
mav+std+maxav+rms+ssc+wamp,60,0.6547619047619048,0.8055555555555556
mav+std+maxav+rms+ssc+mean_freq,60,0.6309523809523809,0.8333333333333334
mav+std+maxav+rms+ssc+median_freq,60,0.6190476190476191,0.8333333333333334
mav+std+maxav+rms+zc+wamp,60,0.6190476190476191,0.75
mav+std+maxav+rms+zc+mean_freq,60,0.6428571428571429,0.8333333333333334
mav+std+maxav+rms+zc+median_freq,60,0.5833333333333334,0.8611111111111112
mav+std+maxav+rms+wamp+mean_freq,60,0.6309523809523809,0.8055555555555556
mav+std+maxav+rms+wamp+median_freq,60,0.6190476190476191,0.7777777777777778
mav+std+maxav+rms+mean_freq+median_freq,60,0.6428571428571428,0.8055555555555556
mav+std+maxav+wl+ssc+zc,60,0.6071428571428571,0.75
mav+std+maxav+wl+ssc+wamp,60,0.6190476190476191,0.75
mav+std+maxav+wl+ssc+mean_freq,60,0.6428571428571428,0.7777777777777778
mav+std+maxav+wl+ssc+median_freq,60,0.5952380952380952,0.75
mav+std+maxav+wl+zc+wamp,60,0.630952380952381,0.75
mav+std+maxav+wl+zc+mean_freq,60,0.6547619047619048,0.75
mav+std+maxav+wl+zc+median_freq,60,0.630952380952381,0.75
mav+std+maxav+wl+wamp+mean_freq,60,0.6309523809523809,0.6944444444444444
mav+std+maxav+wl+wamp+median_freq,60,0.630952380952381,0.75
mav+std+maxav+wl+mean_freq+median_freq,60,0.6428571428571429,0.6944444444444444
mav+std+maxav+ssc+zc+wamp,60,0.6309523809523809,0.7777777777777778
mav+std+maxav+ssc+zc+mean_freq,60,0.6547619047619048,0.8333333333333334
mav+std+maxav+ssc+zc+median_freq,60,0.5714285714285714,0.8333333333333334
mav+std+maxav+ssc+wamp+mean_freq,60,0.6547619047619048,0.8055555555555556
mav+std+maxav+ssc+wamp+median_freq,60,0.6547619047619048,0.8333333333333334
mav+std+maxav+ssc+mean_freq+median_freq,60,0.6428571428571429,0.8333333333333334
mav+std+maxav+zc+wamp+mean_freq,60,0.6071428571428571,0.8055555555555556
mav+std+maxav+zc+wamp+median_freq,60,0.6190476190476191,0.7777777777777778
mav+std+maxav+zc+mean_freq+median_freq,60,0.619047619047619,0.8333333333333334
mav+std+maxav+wamp+mean_freq+median_freq,60,0.6309523809523809,0.7777777777777778
mav+std+rms+wl+ssc+zc,60,0.5833333333333334,0.8055555555555556
mav+std+rms+wl+ssc+wamp,60,0.5714285714285715,0.8055555555555556
mav+std+rms+wl+ssc+mean_freq,60,0.5714285714285713,0.7222222222222222
mav+std+rms+wl+ssc+median_freq,60,0.5476190476190476,0.8055555555555556
mav+std+rms+wl+zc+wamp,60,0.6309523809523809,0.8055555555555556
mav+std+rms+wl+zc+mean_freq,60,0.5833333333333334,0.7777777777777778
mav+std+rms+wl+zc+median_freq,60,0.630952380952381,0.8055555555555556
mav+std+rms+wl+wamp+mean_freq,60,0.5952380952380952,0.7222222222222222
mav+std+rms+wl+wamp+median_freq,60,0.6428571428571429,0.8055555555555556
mav+std+rms+wl+mean_freq+median_freq,60,0.5833333333333333,0.7222222222222222
mav+std+rms+ssc+zc+wamp,60,0.5952380952380953,0.8055555555555556
mav+std+rms+ssc+zc+mean_freq,60,0.5595238095238094,0.8333333333333334
mav+std+rms+ssc+zc+median_freq,60,0.5714285714285714,0.75
mav+std+rms+ssc+wamp+mean_freq,60,0.5595238095238094,0.75
mav+std+rms+ssc+wamp+median_freq,60,0.6190476190476191,0.7777777777777778
mav+std+rms+ssc+mean_freq+median_freq,60,0.5595238095238094,0.7777777777777778
mav+std+rms+zc+wamp+mean_freq,60,0.5476190476190476,0.7777777777777778
mav+std+rms+zc+wamp+median_freq,60,0.5833333333333334,0.8055555555555556
mav+std+rms+zc+mean_freq+median_freq,60,0.5595238095238094,0.8055555555555556
mav+std+rms+wamp+mean_freq+median_freq,60,0.5833333333333334,0.75
mav+std+wl+ssc+zc+wamp,60,0.5714285714285715,0.75
mav+std+wl+ssc+zc+mean_freq,60,0.5714285714285713,0.8055555555555556
mav+std+wl+ssc+zc+median_freq,60,0.5595238095238094,0.7777777777777778
mav+std+wl+ssc+wamp+mean_freq,60,0.5714285714285715,0.75
mav+std+wl+ssc+wamp+median_freq,60,0.5952380952380953,0.75
mav+std+wl+ssc+mean_freq+median_freq,60,0.5952380952380952,0.7222222222222222
mav+std+wl+zc+wamp+mean_freq,60,0.5833333333333334,0.7777777777777778
mav+std+wl+zc+wamp+median_freq,60,0.5952380952380952,0.7777777777777778
mav+std+wl+zc+mean_freq+median_freq,60,0.619047619047619,0.75
mav+std+wl+wamp+mean_freq+median_freq,60,0.5833333333333334,0.7222222222222222
mav+std+ssc+zc+wamp+mean_freq,60,0.5595238095238094,0.8333333333333334
mav+std+ssc+zc+wamp+median_freq,60,0.5952380952380953,0.8055555555555556
mav+std+ssc+zc+mean_freq+median_freq,60,0.5833333333333334,0.8055555555555556
mav+std+ssc+wamp+mean_freq+median_freq,60,0.5714285714285713,0.75
mav+std+zc+wamp+mean_freq+median_freq,60,0.5714285714285714,0.7777777777777778
mav+maxav+rms+wl+ssc+zc,60,0.6071428571428571,0.7777777777777778
mav+maxav+rms+wl+ssc+wamp,60,0.6547619047619048,0.6944444444444444
mav+maxav+rms+wl+ssc+mean_freq,60,0.5952380952380952,0.5833333333333334
mav+maxav+rms+wl+ssc+median_freq,60,0.6428571428571428,0.6944444444444444
mav+maxav+rms+wl+zc+wamp,60,0.6309523809523809,0.7777777777777778
mav+maxav+rms+wl+zc+mean_freq,60,0.619047619047619,0.75
mav+maxav+rms+wl+zc+median_freq,60,0.6309523809523809,0.7777777777777778
mav+maxav+rms+wl+wamp+mean_freq,60,0.6190476190476191,0.6388888888888888
mav+maxav+rms+wl+wamp+median_freq,60,0.6666666666666666,0.6944444444444444
mav+maxav+rms+wl+mean_freq+median_freq,60,0.6190476190476191,0.6666666666666666
mav+maxav+rms+ssc+zc+wamp,60,0.6071428571428571,0.7777777777777778
mav+maxav+rms+ssc+zc+mean_freq,60,0.5952380952380952,0.75
mav+maxav+rms+ssc+zc+median_freq,60,0.5833333333333334,0.8055555555555556
mav+maxav+rms+ssc+wamp+mean_freq,60,0.5833333333333334,0.6944444444444444
mav+maxav+rms+ssc+wamp+median_freq,60,0.6309523809523809,0.7222222222222222
mav+maxav+rms+ssc+mean_freq+median_freq,60,0.5714285714285713,0.75
mav+maxav+rms+zc+wamp+mean_freq,60,0.5833333333333334,0.7222222222222222
mav+maxav+rms+zc+wamp+median_freq,60,0.6071428571428571,0.7777777777777778
mav+maxav+rms+zc+mean_freq+median_freq,60,0.5714285714285714,0.7777777777777778
mav+maxav+rms+wamp+mean_freq+median_freq,60,0.6190476190476191,0.7222222222222222
mav+maxav+wl+ssc+zc+wamp,60,0.619047619047619,0.75
mav+maxav+wl+ssc+zc+mean_freq,60,0.6190476190476191,0.6388888888888888
mav+maxav+wl+ssc+zc+median_freq,60,0.6547619047619048,0.75
mav+maxav+wl+ssc+wamp+mean_freq,60,0.619047619047619,0.6388888888888888
mav+maxav+wl+ssc+wamp+median_freq,60,0.6547619047619048,0.6944444444444444
mav+maxav+wl+ssc+mean_freq+median_freq,60,0.6428571428571429,0.6111111111111112
mav+maxav+wl+zc+wamp+mean_freq,60,0.6190476190476191,0.75
mav+maxav+wl+zc+wamp+median_freq,60,0.6428571428571428,0.7777777777777778
mav+maxav+wl+zc+mean_freq+median_freq,60,0.6666666666666666,0.75
mav+maxav+wl+wamp+mean_freq+median_freq,60,0.6309523809523809,0.7222222222222222
mav+maxav+ssc+zc+wamp+mean_freq,60,0.6190476190476191,0.6944444444444444
mav+maxav+ssc+zc+wamp+median_freq,60,0.6309523809523809,0.7777777777777778
mav+maxav+ssc+zc+mean_freq+median_freq,60,0.5833333333333334,0.75
mav+maxav+ssc+wamp+mean_freq+median_freq,60,0.6309523809523809,0.7222222222222222
mav+maxav+zc+wamp+mean_freq+median_freq,60,0.5833333333333334,0.7777777777777778
mav+rms+wl+ssc+zc+wamp,60,0.5476190476190476,0.8333333333333334
mav+rms+wl+ssc+zc+mean_freq,60,0.5595238095238094,0.75
mav+rms+wl+ssc+zc+median_freq,60,0.5833333333333334,0.7777777777777778
mav+rms+wl+ssc+wamp+mean_freq,60,0.5119047619047619,0.6111111111111112
mav+rms+wl+ssc+wamp+median_freq,60,0.5952380952380952,0.75
mav+rms+wl+ssc+mean_freq+median_freq,60,0.5595238095238094,0.6111111111111112
mav+rms+wl+zc+wamp+mean_freq,60,0.5595238095238095,0.75
mav+rms+wl+zc+wamp+median_freq,60,0.6190476190476191,0.7222222222222222
mav+rms+wl+zc+mean_freq+median_freq,60,0.619047619047619,0.7777777777777778
mav+rms+wl+wamp+mean_freq+median_freq,60,0.6071428571428572,0.6388888888888888
mav+rms+ssc+zc+wamp+mean_freq,60,0.5714285714285713,0.8333333333333334
mav+rms+ssc+zc+wamp+median_freq,60,0.6071428571428571,0.8333333333333334
mav+rms+ssc+zc+mean_freq+median_freq,60,0.5238095238095238,0.8333333333333334
mav+rms+ssc+wamp+mean_freq+median_freq,60,0.5595238095238095,0.6666666666666666
mav+rms+zc+wamp+mean_freq+median_freq,60,0.5357142857142857,0.8611111111111112
mav+wl+ssc+zc+wamp+mean_freq,60,0.5714285714285713,0.7222222222222222
mav+wl+ssc+zc+wamp+median_freq,60,0.5833333333333334,0.7222222222222222
mav+wl+ssc+zc+mean_freq+median_freq,60,0.5595238095238095,0.75
mav+wl+ssc+wamp+mean_freq+median_freq,60,0.5952380952380952,0.5833333333333334
mav+wl+zc+wamp+mean_freq+median_freq,60,0.5833333333333334,0.6944444444444444
mav+ssc+zc+wamp+mean_freq+median_freq,60,0.5476190476190476,0.6944444444444444
std+maxav+rms+wl+ssc+zc,60,0.6071428571428572,0.7777777777777778
std+maxav+rms+wl+ssc+wamp,60,0.6190476190476191,0.75
std+maxav+rms+wl+ssc+mean_freq,60,0.6309523809523809,0.7222222222222222
std+maxav+rms+wl+ssc+median_freq,60,0.5952380952380952,0.75
std+maxav+rms+wl+zc+wamp,60,0.630952380952381,0.75
std+maxav+rms+wl+zc+mean_freq,60,0.6428571428571429,0.7222222222222222
std+maxav+rms+wl+zc+median_freq,60,0.630952380952381,0.75
std+maxav+rms+wl+wamp+mean_freq,60,0.6071428571428571,0.75
std+maxav+rms+wl+wamp+median_freq,60,0.630952380952381,0.7222222222222222
std+maxav+rms+wl+mean_freq+median_freq,60,0.6428571428571429,0.75
std+maxav+rms+ssc+zc+wamp,60,0.6190476190476191,0.7777777777777778
std+maxav+rms+ssc+zc+mean_freq,60,0.6309523809523809,0.75
std+maxav+rms+ssc+zc+median_freq,60,0.5476190476190476,0.8055555555555556
std+maxav+rms+ssc+wamp+mean_freq,60,0.6547619047619048,0.7222222222222222
std+maxav+rms+ssc+wamp+median_freq,60,0.6428571428571429,0.7777777777777778
std+maxav+rms+ssc+mean_freq+median_freq,60,0.6071428571428572,0.6944444444444444
std+maxav+rms+zc+wamp+mean_freq,60,0.5952380952380952,0.6666666666666666
std+maxav+rms+zc+wamp+median_freq,60,0.6190476190476191,0.7222222222222222
std+maxav+rms+zc+mean_freq+median_freq,60,0.6071428571428572,0.6944444444444444
std+maxav+rms+wamp+mean_freq+median_freq,60,0.6190476190476191,0.7222222222222222
std+maxav+wl+ssc+zc+wamp,60,0.6428571428571429,0.7222222222222222
std+maxav+wl+ssc+zc+mean_freq,60,0.6428571428571428,0.75
std+maxav+wl+ssc+zc+median_freq,60,0.5952380952380952,0.75
std+maxav+wl+ssc+wamp+mean_freq,60,0.6309523809523809,0.6388888888888888
std+maxav+wl+ssc+wamp+median_freq,60,0.6190476190476191,0.75
std+maxav+wl+ssc+mean_freq+median_freq,60,0.6428571428571428,0.6944444444444444
std+maxav+wl+zc+wamp+mean_freq,60,0.6190476190476191,0.6666666666666666
std+maxav+wl+zc+wamp+median_freq,60,0.6190476190476191,0.75
